,Name,Date,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
713,Pirates of the Caribbean: The Curse of the Black Pearl,2003,"1,047,410","Action, Adventure, Fantasy",143 ,Film,PG-13,-,Mild,Moderate,Mild,Moderate,Moderate
4186,RoboCop,2014,"221,688","Action, Crime, Sci-Fi",117 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
2214,(500) Days of Summer,2009,"489,549","Comedy, Drama, Romance",95 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
5301,Bride Wars,2009,"104,026","Comedy, Romance",89 ,Film,PG,-,Mild,None,Mild,Mild,None
2923,Crazy Ex-Girlfriend,2002,"18,381","Comedy, Musical",42 ,Series,TV-14,62,Mild,None,Mild,Mild,None
1810,Haikyuu!!,2015,"17,201","Animation, Comedy, Drama",24 ,Series,TV-14,88,None,None,Mild,Mild,None
3486,All or Nothing: Toronto Maple Leafs,2021,213,Documentary,None,Series,None,5,No Rate,No Rate,No Rate,No Rate,No Rate
3141,Marie Antoinette,2006,"106,318","Biography, Drama, History",123 ,Film,PG-13,-,Mild,Mild,Mild,Moderate,Mild
1827,Contratiempo,2016,"161,526","Crime, Drama, Mystery",106 ,Film,TV-MA,-,None,Mild,Mild,Mild,Moderate
1155,Good Omens,2019,"67,625","Comedy, Fantasy",328 ,Series,TV-MA,12,Mild,Mild,Mild,Mild,Mild
1324,Ratched,1987,"47,207","Crime, Drama, Mystery",None,Series,TV-MA,18,Moderate,Severe,Mild,Mild,Severe
4312,Love Advent,2019,145,Action,2 ,Series,None,110,No Rate,No Rate,No Rate,No Rate,No Rate
510,Hellraiser,1987,"112,058","Horror, Thriller",94 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
1680,Beautiful Boy,2018,"62,834","Biography, Drama",120 ,Film,R,-,Mild,Mild,Moderate,Severe,Moderate
499,Élite,1974,"63,761","Crime, Drama, Thriller",60 ,Series,TV-MA,40,Severe,Mild,Moderate,Severe,Mild
5599,Green Acres,2008,"6,297","Comedy, Family",30 ,Series,TV-G,170,No Rate,No Rate,No Rate,No Rate,No Rate
1856,It Comes at Night,2017,"88,923","Horror, Mystery, Sci-Fi",91 ,Film,R,-,Mild,Moderate,Moderate,None,Severe
1388,Derry Girls,2014,"25,707",Comedy,30 ,Series,TV-MA,13,None,None,Moderate,Mild,None
3719,Blithe Spirit,2020,"4,952","Comedy, Fantasy, Romance",99 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
2386,Mononoke-hime,1997,"366,379","Animation, Action, Adventure",134 ,Film,PG-13,-,None,Severe,Mild,Mild,Moderate
5541,Deception,2018,"8,745","Crime, Drama, Mystery",41 ,Series,TV-PG,13,None,Moderate,Mild,Mild,Mild
3236,Overboard,1987,"56,044","Comedy, Romance",112 ,Film,PG,-,Mild,None,Mild,Mild,None
1540,Tata muta muntii,2021,"2,584","Drama, Thriller",108 ,Film,TV-MA,-,None,None,None,None,Mild
1217,Crazy Rich Asians,2018,"156,523","Comedy, Drama, Romance",120 ,Film,PG-13,-,Mild,None,Mild,Mild,None
2681,Kynodontas,2009,"89,623","Drama, Thriller",97 ,Film,Not Rated,-,Severe,Severe,Moderate,Mild,Severe
2993,Buddy Games,2019,"4,781",Comedy,90 ,Film,R,-,Moderate,Mild,Severe,Moderate,None
5512,Jeune et jolie,2013,"33,851","Drama, Romance",95 ,Film,Not Rated,-,Severe,Mild,Mild,Mild,Mild
1191,Mr Inbetween,1993,"11,878","Crime, Drama",30 ,Series,TV-MA,26,Mild,Severe,Severe,Moderate,Moderate
5293,Yumieui Sepodeul,2014,718,"Comedy, Romance",70 ,Series,None,14,No Rate,No Rate,No Rate,No Rate,No Rate
1542,The Maze Runner,2014,"438,613","Action, Mystery, Sci-Fi",113 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
3301,RuPaul's Drag Race UK,2004,"3,004","Game-Show, Reality-TV",60 ,Series,TV-14,30,Mild,No Rate,Severe,No Rate,None
3324,LOL,2012,"55,130","Comedy, Drama, Romance",97 ,Film,PG-13,-,Moderate,Mild,Mild,Moderate,None
2539,Apache Junction,2021,178,"Action, Adventure, Crime",94 ,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
953,Aliens,1986,"680,473","Action, Adventure, Sci-Fi",137 ,Film,R,-,None,Moderate,Moderate,Mild,Severe
4846,The Doctor Blake Mysteries,2015,"4,046","Crime, Drama, Mystery",57 ,Series,TV-14,46,Mild,Mild,None,Mild,Mild
4330,The Report,2019,"38,746","Biography, Crime, Drama",119 ,Film,R,-,Mild,Severe,Moderate,None,Moderate
732,The Good Fight,1963,"23,452","Crime, Drama",45 ,Series,TV-MA,51,Moderate,No Rate,Moderate,Mild,Mild
6169,The Red Sea Diving Resort,2019,"26,953","Drama, History, Thriller",129 ,Film,TV-MA,-,Mild,Moderate,Moderate,Mild,Severe
1156,Kimetsu no Yaiba: Mugen Ressha-Hen,2020,"37,945","Animation, Action, Adventure",117 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
5720,Shazam! Fury of the Gods,2023,No Votes,"Action, Adventure, Comedy",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
3294,Brazil,1985,"195,136","Drama, Sci-Fi",132 ,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
2982,Thelma,2017,"29,030","Drama, Fantasy, Horror",116 ,Film,Not Rated,-,Moderate,Mild,Mild,Moderate,Moderate
5305,How to Train Your Dragon: The Hidden World,2019,"115,487","Animation, Action, Adventure",104 ,Film,PG,-,None,Mild,None,None,Mild
5161,White House Down,2013,"213,712","Action, Drama, Thriller",131 ,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate
2156,Lilyhammer,1986,"28,087","Comedy, Crime, Drama",45 ,Series,TV-MA,24,Moderate,Moderate,Severe,Moderate,Mild
1062,Guardians of the Galaxy Vol. 2,2017,"613,520","Action, Adventure, Comedy",136 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
2616,Den of Thieves,2018,"101,546","Action, Crime, Drama",140 ,Film,R,-,Mild,Moderate,Severe,Moderate,Moderate
1167,Gravity Falls,2002,"86,333","Animation, Action, Adventure",23 ,Series,TV-Y7,40,None,Mild,Mild,None,Moderate
3222,Walking Tall,2004,"73,727","Action, Crime",86 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
3636,Black Christmas,1974,"36,911","Horror, Mystery, Thriller",98 ,Film,R,-,Mild,Moderate,Severe,Mild,Severe
2938,Falling Skies,2006,"87,146","Action, Adventure, Drama",42 ,Series,TV-14,52,Mild,Severe,Mild,Mild,Moderate
4491,Greek,1991,"24,014","Comedy, Drama, Family",60 ,Series,TV-14,74,No Rate,No Rate,No Rate,No Rate,No Rate
3140,Leatherface,2017,"21,413","Crime, Horror, Thriller",90 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
4980,Resident Evil: Afterlife,2010,"166,654","Action, Adventure, Horror",96 ,Film,R,-,Mild,Severe,Moderate,None,Moderate
143,Scream,2022,No Votes,"Horror, Mystery, Thriller",120 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
6120,Las chicas del cable,2011,"13,282",Drama,50 ,Series,TV-14,42,Moderate,Mild,Mild,Moderate,Mild
3577,The Circle,2017,"88,890","Drama, Sci-Fi, Thriller",110 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
4946,Trainwreck,2015,"133,788","Comedy, Drama, Romance",125 ,Film,R,-,Moderate,Mild,Severe,Severe,None
2782,The Kissing Booth,2018,"76,700","Comedy, Romance",105 ,Film,TV-14,-,Moderate,Mild,Moderate,Mild,None
717,Live by Night,2016,"55,020","Action, Crime, Drama",129 ,Film,R,-,Mild,Severe,Severe,Moderate,Moderate
1819,Bonanza,1986,"8,664",Western,49 ,Series,TV-PG,430,None,Mild,None,Moderate,None
2502,Halloweentown II: Kalabar's Revenge,2001,"8,229","Adventure, Family, Fantasy",81 ,Film,TV-PG,-,None,None,None,None,Mild
4360,The Split,1960,"4,566",Drama,60 ,Series,TV-MA,17,No Rate,No Rate,No Rate,No Rate,No Rate
4171,Riviera,1998,"7,383","Drama, Thriller",60 ,Series,TV-MA,28,Moderate,Moderate,Mild,Moderate,Mild
395,Chesapeake Shores,1998,"6,379","Drama, Family",42 ,Series,TV-PG,45,No Rate,No Rate,No Rate,No Rate,No Rate
5968,Snuff Films,2007,61,Horror,73 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4492,Trolls,2016,"76,495","Animation, Adventure, Comedy",92 ,Film,PG,-,None,None,Mild,None,Mild
1365,Schmigadoon!,2004,"6,207","Comedy, Musical",30 ,Series,TV-14,6,Mild,None,Mild,None,None
5779,About a Boy,2002,"179,143","Comedy, Drama, Romance",101 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,Mild
595,Diana,2021,615,"Biography, Drama, Musical",117 ,Film,PG-13,-,No Rate,No Rate,No Rate,No Rate,No Rate
3952,CHiPs,2020,"9,074","Crime, Drama, Mystery",60 ,Series,TV-PG,139,No Rate,No Rate,No Rate,No Rate,No Rate
5392,Republic of Doyle,2001,"3,727","Comedy, Crime, Drama",60 ,Series,TV-14,78,Mild,Mild,No Rate,Moderate,No Rate
4968,Operation Finale,2018,"37,874","Biography, Drama, History",122 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
2914,Harold and Maude,1971,"75,055","Comedy, Drama, Romance",91 ,Film,PG,-,Mild,Moderate,None,Mild,Mild
2326,Mr. Nobody,2009,"224,691","Drama, Fantasy, Romance",141 ,Film,R,-,Moderate,Mild,Mild,Mild,Mild
3766,Shakespeare in Love,1998,"219,389","Comedy, Drama, History",123 ,Film,R,-,Moderate,Mild,Mild,Mild,None
3440,The Secret Life of the American Teenager,2013,"19,664","Comedy, Drama, Family",43 ,Series,TV-14,121,Moderate,None,Mild,Mild,Mild
3851,Anaconda,1997,"100,818","Action, Adventure, Horror",89 ,Film,PG-13,-,Mild,Severe,Moderate,Mild,Moderate
4132,The Wrestler,2008,"297,304","Drama, Sport",109 ,Film,R,-,Severe,Severe,Moderate,Moderate,Moderate
5662,Yoga Hosers,2016,"13,280","Action, Comedy, Fantasy",88 ,Film,PG-13,-,Mild,Mild,Mild,Mild,No Rate
2143,Lights Out,2016,"122,266","Drama, Horror, Mystery",81 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Severe
5693,Entrapment,1999,"111,773","Action, Crime, Romance",113 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,Mild
5073,Ella Enchanted,2004,"65,283","Comedy, Family, Fantasy",96 ,Film,PG,-,None,Mild,None,None,None
1571,Tropic Thunder,2008,"395,461","Action, Comedy, War",107 ,Film,R,-,Mild,Severe,Severe,Moderate,Mild
4079,Hellraiser III: Hell on Earth,1992,"29,195",Horror,97 ,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
1122,Mayans M.C.,2016,"14,882","Crime, Drama, Thriller",60 ,Series,TV-MA,31,Mild,Severe,Severe,Moderate,Severe
2786,Bob Hearts Abishola,2021,"3,360","Comedy, Romance",21 ,Series,TV-PG,44,Mild,None,Mild,Mild,None
2967,Revolution,2006,"82,198","Action, Adventure, Drama",43 ,Series,TV-14,42,Mild,Moderate,Mild,Mild,Moderate
2504,Romancing the Stone,1984,"88,373","Action, Adventure, Comedy",106 ,Film,PG,-,Mild,Moderate,Mild,Mild,Mild
3465,Cleopatra,1963,"31,298","Biography, Drama, History",192 ,Film,G,-,Moderate,Mild,None,Mild,Mild
675,Spider-Man: Into the Spider-Verse,2018,"431,235","Animation, Action, Adventure",117 ,Film,PG,-,None,Mild,Mild,None,Mild
2808,Agent Carter,2020,"77,743","Action, Adventure, Sci-Fi",42 ,Series,TV-PG,18,Mild,Moderate,Mild,Mild,Moderate
3348,Happiest Season,2020,"31,266","Comedy, Crime, Drama",102 ,Film,PG-13,-,Mild,None,Mild,Mild,None
728,Project X,2012,"197,140",Comedy,88 ,Film,R,-,Severe,Moderate,Severe,Severe,Moderate
412,Wentworth,1984,"18,972","Crime, Drama",45 ,Series,TV-MA,100,Moderate,Severe,Severe,Severe,Severe
3146,Ice Age,2002,"458,655","Animation, Adventure, Comedy",81 ,Film,PG,-,None,Mild,None,None,Mild
1516,For Life,1981,"5,719","Biography, Crime, Drama",43 ,Series,TV-14,23,Mild,Mild,Severe,Mild,Mild
825,MacGyver,1977,"19,592","Action, Adventure, Drama",43 ,Series,TV-14,95,None,Moderate,Mild,Mild,Mild
3267,Never Let Me Go,2010,"141,000","Drama, Romance, Sci-Fi",103 ,Film,R,-,Moderate,Mild,None,Mild,Moderate
3974,Black Christmas,2019,"13,909","Horror, Mystery, Thriller",92 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
616,The Girl Next Door,2004,"215,790","Comedy, Drama, Romance",109 ,Film,R,-,Moderate,Mild,Severe,Mild,None
114,The Starling,2021,"6,994","Comedy, Drama",102 ,Film,PG-13,-,Mild,None,Mild,Mild,None
417,Scaredy Cats,2021,193,"Comedy, Family, Fantasy",None,Series,TV-G,9,No Rate,No Rate,No Rate,No Rate,No Rate
3069,The House with a Clock in Its Walls,2018,"49,030","Comedy, Family, Fantasy",105 ,Film,PG,-,None,Mild,Mild,None,Moderate
1625,Bewitched,2007,"19,620","Comedy, Family, Fantasy",25 ,Series,TV-G,254,None,Mild,None,Mild,None
6117,Priest,2011,"117,946","Action, Adventure, Fantasy",87 ,Film,PG-13,-,None,Severe,Mild,Mild,Moderate
4185,Curse of Chucky,2013,"36,923","Adventure, Comedy, Fantasy",97 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
2896,Synchronic,2019,"24,583","Drama, Sci-Fi, Thriller",102 ,Film,R,-,None,Moderate,Moderate,Moderate,Moderate
5766,Kung Fu Panda 3,2016,"144,918","Animation, Action, Adventure",95 ,Film,PG,-,None,Mild,None,None,Mild
2082,Çukur,1989,"13,112","Action, Crime, Thriller",120 ,Series,TV-14,132,Mild,Moderate,Moderate,Mild,Severe
753,Jumanji: The Next Level,2019,"216,424","Action, Adventure, Comedy",123 ,Film,PG-13,-,Mild,Mild,Moderate,None,Moderate
2546,Hotaru no haka,1988,"253,961","Animation, Drama, War",89 ,Film,Not Rated,-,None,Moderate,Mild,Mild,Severe
3969,13 Ghosts,1960,"5,929","Horror, Mystery",85 ,Film,Not Rated,-,None,Mild,None,None,Moderate
3373,9,2009,"136,543","Animation, Action, Adventure",79 ,Film,PG-13,-,None,Moderate,None,Mild,Moderate
4107,In the Cut,2003,"23,076","Mystery, Thriller",119 ,Film,R,-,Severe,Severe,Severe,Mild,Severe
2444,Love Story,2021,"1,734",Romance,155 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4380,Erkenci Kus,2012,"6,471","Comedy, Romance",120 ,Series,None,51,No Rate,No Rate,No Rate,No Rate,No Rate
1066,Ford v Ferrari,2019,"338,233","Action, Biography, Drama",152 ,Film,PG-13,-,None,Mild,Moderate,Mild,Mild
3913,Dancing with the Stars,1996,"9,647","Family, Game-Show, Music",60 ,Series,TV-PG,478,Mild,None,None,None,None
5287,Kung Fu,2011,"2,874","Action, Adventure, Drama",None,Series,TV-14,14,Mild,Moderate,No Rate,No Rate,No Rate
5536,Swordfish,2001,"181,964","Action, Crime, Thriller",99 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
5387,Psycho II,1983,"26,021","Crime, Horror, Mystery",113 ,Film,R,-,Mild,Severe,Mild,Mild,Severe
3498,Don't Look Now,1973,"52,854","Drama, Horror, Mystery",110 ,Film,R,-,Severe,Moderate,Mild,Mild,Moderate
2738,House on Haunted Hill,1959,"25,409","Crime, Horror, Mystery",75 ,Film,Not Rated,-,None,Mild,None,Mild,Moderate
5052,Sudden Impact,1983,"43,170","Action, Crime, Thriller",117 ,Film,R,-,Moderate,Severe,Moderate,Moderate,Severe
4000,The Chronicles of Narnia: Prince Caspian,2008,"201,807","Action, Adventure, Family",150 ,Film,PG,-,None,Moderate,None,None,Moderate
1568,Carlito's Way,1993,"209,010","Crime, Drama, Thriller",144 ,Film,R,-,Moderate,Severe,Severe,Severe,Severe
2427,The Fugitive,1993,"279,990","Action, Crime, Drama",130 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
3746,All the Queen's Men,1980,377,Drama,None,Series,None,10,No Rate,No Rate,No Rate,No Rate,No Rate
5724,13 Minutes (II),2021,No Votes,"Action, Drama, Thriller",108 ,Film,PG-13,-,No Rate,No Rate,No Rate,No Rate,No Rate
1687,The Nun,2018,"130,587","Horror, Mystery, Thriller",96 ,Film,R,-,None,Severe,Mild,None,Severe
851,In the Heights,2021,"35,374","Drama, Musical, Romance",143 ,Film,E,-,Mild,None,Mild,Mild,None
3546,Captive State,2019,"52,635","Action, Horror, Sci-Fi",109 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
895,The Witches,2020,"33,099","Adventure, Comedy, Family",106 ,Film,PG,-,None,Moderate,None,Mild,Moderate
4592,Space Cowboys,2000,"78,341","Action, Adventure, Thriller",130 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,Mild
335,Mortal Kombat,2021,"145,124","Action, Adventure, Fantasy",110 ,Film,R,-,None,Severe,Severe,Mild,Severe
2839,Creed,2015,"259,249","Drama, Sport",133 ,Film,PG-13,-,Mild,Moderate,Moderate,None,Moderate
3087,Gekijouban Nanatsu no Taizai: Hikari ni Norowareshi Mono-tachi,2021,409,Animation,79 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4611,Insidious: Chapter 2,2013,"162,978","Horror, Mystery, Thriller",106 ,Film,PG-13,-,None,Moderate,Mild,None,Severe
1348,Hairspray,2007,"124,390","Comedy, Drama, Musical",117 ,Film,PG,-,Mild,None,Mild,Mild,Mild
1015,The Ring,2002,"333,806","Horror, Mystery",115 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Severe
2816,Versailles,2017,"15,242","Biography, Drama, History",52 ,Series,TV-MA,30,Severe,Severe,Moderate,Mild,Moderate
1631,Bird Box,2018,"305,699","Horror, Sci-Fi",124 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
2489,Porky's,1981,"40,787",Comedy,94 ,Film,R,-,Moderate,Mild,Moderate,Mild,None
3730,The Ruins,2008,"73,267","Adventure, Fantasy, Horror",90 ,Film,R,-,Moderate,Severe,Moderate,Moderate,Severe
3251,The Opposite Sex,1956,"1,591","Comedy, Musical, Romance",117 ,Film,Not Rated,-,No Rate,No Rate,No Rate,No Rate,No Rate
5718,Air Force One,1997,"188,197","Action, Drama, Thriller",124 ,Film,R,-,None,Moderate,Moderate,Mild,Moderate
2070,La vérité,2019,"6,036",Drama,106 ,Film,PG,-,None,None,None,Mild,None
4452,It Had to Be You,2000,"1,884","Comedy, Romance",96 ,Film,PG,-,No Rate,No Rate,No Rate,No Rate,No Rate
6031,Three,2005,"9,520","Drama, Romance, Thriller",95 ,Film,TV-MA,-,Moderate,Moderate,Moderate,Mild,Moderate
5408,Ip Man,2008,"217,554","Action, Biography, Drama",106 ,Film,R,-,None,Moderate,Mild,Mild,Moderate
1635,Annabelle,2014,"150,583","Horror, Mystery, Thriller",99 ,Film,R,-,None,Moderate,None,Mild,Severe
4646,The Map of Tiny Perfect Things,2021,"17,466","Comedy, Fantasy, Romance",98 ,Film,PG-13,-,None,None,Mild,Mild,None
2479,A Ghost Story,2017,"66,758","Drama, Fantasy, Romance",92 ,Film,R,-,Mild,Mild,Mild,Mild,Mild
2265,Wynonna Earp,2015,"21,388","Action, Drama, Fantasy",43 ,Series,TV-14,49,Mild,Moderate,Moderate,Moderate,Moderate
2959,Formula 1: Drive to Survive,2008,"28,508","Documentary, Sport",40 ,Series,TV-MA,31,None,Mild,Severe,None,Mild
5323,The Clovehitch Killer,2018,"22,808","Crime, Drama, Mystery",109 ,Film,Unrated,-,Moderate,Moderate,Mild,None,Moderate
5837,War Horse,2011,"152,238","Action, Adventure, Drama",146 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
3059,Widows,2018,"92,464","Crime, Drama, Thriller",129 ,Film,R,-,Moderate,Moderate,Severe,Mild,Moderate
5053,The Boy Next Door,2015,"40,671",Thriller,91 ,Film,R,-,Severe,Severe,Severe,Mild,Severe
2141,Into the Badlands,1998,"43,994","Action, Adventure, Drama",42 ,Series,TV-14,32,Mild,Severe,Mild,Mild,Moderate
5104,El orfanato,2007,"151,461","Drama, Horror, Mystery",105 ,Film,R,-,None,Moderate,Mild,Mild,Moderate
3118,Ed Wood,1994,"171,031","Biography, Comedy, Drama",127 ,Film,R,-,Mild,Mild,Moderate,Moderate,Mild
5188,Lord of War,2005,"303,622","Action, Crime, Drama",122 ,Film,R,-,Moderate,Severe,Severe,Severe,Moderate
5829,The Family,2013,"113,996","Comedy, Crime, Thriller",111 ,Film,R,-,Mild,Severe,Moderate,Moderate,Moderate
4045,The Poughkeepsie Tapes,2007,"17,759","Horror, Mystery, Thriller",81 ,Film,R,-,Severe,Severe,Mild,None,Severe
3356,Addams Family Reunion,1998,"4,318","Comedy, Family, Fantasy",91 ,Film,PG,-,No Rate,No Rate,No Rate,No Rate,No Rate
2744,Baptiste,2021,"6,625","Crime, Drama, Thriller",60 ,Series,Not Rated,12,Moderate,Severe,Severe,Mild,Moderate
5092,Cat People,1942,"21,459","Fantasy, Horror, Thriller",73 ,Film,Not Rated,-,Mild,Mild,None,Mild,Mild
3506,Jason Goes to Hell: The Final Friday,1993,"30,684","Fantasy, Horror, Thriller",87 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1679,Solo: A Star Wars Story,2018,"314,084","Action, Adventure, Sci-Fi",135 ,Film,PG-13,-,None,Mild,Mild,Mild,Mild
4249,Exorcist: The Beginning,2004,"36,050","Horror, Mystery, Thriller",114 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
3147,The Descendants,2011,"237,060","Comedy, Drama",115 ,Film,R,-,Mild,Mild,Severe,Mild,Mild
2294,The Fosters,1989,"26,348","Drama, Romance",60 ,Series,TV-14,104,Moderate,Mild,Mild,Mild,Mild
580,Army of the Dead,2021,"141,683","Action, Crime, Horror",148 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
1470,A Bridge Too Far,1977,"54,645","Drama, History, War",175 ,Film,PG,-,None,Moderate,Moderate,Mild,Moderate
4799,À l'intérieur,2007,"39,232",Horror,82 ,Film,R,-,None,Severe,Moderate,Mild,Severe
4070,Friends: The Reunion,2021,"52,354","Documentary, Biography, Comedy",104 ,Film,TV-14,-,None,None,Mild,None,None
5308,All the Money in the World,2017,"80,525","Biography, Crime, Drama",132 ,Film,R,-,Mild,Moderate,Mild,Moderate,Moderate
3343,3:10 to Yuma,2007,"298,596","Action, Crime, Drama",122 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
4992,America: The Motion Picture,2021,"5,365","Animation, Action, Adventure",98 ,Film,TV-MA,-,Moderate,Severe,Severe,Mild,Mild
4583,Stepmom,1998,"64,129","Comedy, Drama",125 ,Film,PG-13,-,Mild,None,Moderate,Mild,Mild
3672,The Beta Test,2021,128,"Horror, Thriller",93 ,Film,Unrated,-,Mild,None,Moderate,Mild,None
559,M*A*S*H,1980,"53,072","Comedy, Drama, War",25 ,Series,TV-PG,251,Mild,Moderate,Mild,Moderate,Moderate
5237,McMafia,2006,"14,696","Crime, Drama, Thriller",60 ,Series,TV-14,9,Mild,Moderate,Moderate,Mild,Moderate
5215,Alice Through the Looking Glass,2016,"100,442","Adventure, Family, Fantasy",113 ,Film,PG,-,None,Mild,None,None,Mild
2849,Nikita,2001,"50,021","Action, Crime, Drama",60 ,Series,TV-14,73,Mild,Mild,Mild,Mild,Mild
512,D.P.,2011,"2,659","Action, Crime, Drama",50 ,Series,TV-MA,6,Mild,Severe,Severe,Moderate,Moderate
4729,Pinocchio,2019,"11,192","Drama, Family, Fantasy",125 ,Film,PG-13,-,None,Mild,None,Mild,Moderate
1081,Pretty Woman,1990,"305,051","Comedy, Romance",119 ,Film,R,-,Moderate,Mild,Moderate,Mild,Mild
1664,Caligola,1979,"34,819","Drama, History",156 ,Film,Unrated,-,Severe,Severe,Mild,Moderate,Severe
1012,Oculus,2013,"122,621","Horror, Mystery",104 ,Film,R,-,Mild,Severe,Mild,None,Severe
1931,"Dr. Quinn, Medicine Woman",2006,"11,097","Drama, Family, Western",60 ,Series,TV-G,149,Mild,Mild,Mild,No Rate,Mild
1150,Basic Instinct,1992,"189,556","Drama, Mystery, Thriller",127 ,Film,R,-,Severe,Severe,Severe,Severe,Moderate
2838,Vanilla Sky,2001,"256,076","Fantasy, Mystery, Romance",136 ,Film,R,-,Moderate,Moderate,Severe,Mild,Moderate
116,The Sandman,2021,No Votes,"Action, Adventure, Drama",None,Series,None,11,No Rate,No Rate,No Rate,No Rate,No Rate
740,Mars Attacks!,1996,"218,403","Comedy, Sci-Fi",106 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
5930,Half Baked,1998,"60,666","Comedy, Crime",82 ,Film,R,-,Mild,Mild,Severe,Severe,None
5177,Margin Call,2011,"122,482","Drama, Thriller",107 ,Film,R,-,None,None,Severe,Mild,None
3675,Hanna,2011,"194,732","Action, Adventure, Drama",111 ,Film,PG-13,-,Mild,Moderate,Moderate,None,Moderate
